,path,factor1,factor2,factor3,factor4,factor5,factor6,factor7,attribute
0,11n24y (10).jpg,0.6055715546646159,0.383592204854464,0.5800553088995044,0.19714253357487838,0.6018934054749969,0.3849583595404096,0.38351769113781176,0
1,11n24y (15).jpg,0.5194785477430309,0.5371045589100352,0.550109582568453,0.07190240391058994,0.4811985883954836,0.30333963759809524,0.5851920349989321,0
2,11n24y (20).jpg,0.5163011831078906,0.39247300866829704,0.6515386292721257,0.33880625960359984,0.5759792353243793,0.46521402008558255,0.33834097687284204,0
3,11n24y (22).jpg,0.4526072723158069,0.6966756089824477,0.5407214820486468,0.28902309556900335,0.3571350381887468,0.5047119642759041,0.5839316186778154,0
4,11n24y (24).jpg,0.6368432588531366,0.3279092299904628,0.28257004975527544,0.32458596983824134,0.5106409902968606,0.37564649024249586,0.44948977130269974,0
5,11n24y (27).jpg,0.4298160696766714,0.43421885084271716,0.3975810368769088,0.49601674174291027,0.5270203127510866,0.5002116917175583,0.36788437717029643,0
6,11n24y (28).jpg,0.6006117870614136,0.3910123797658491,0.25210463333338784,0.32635959470313053,0.5102425022561122,0.38564348253684133,0.42153150505831016,0
7,11n24y (29).jpg,0.43144497289435624,0.17775473270924724,0.4269004335470792,0.38344015977480866,0.5597090005123713,0.47605753969775355,0.4387568364599834,0
8,11n24y (31).jpg,0.23205455370537825,0.6754020350345502,0.6286118900037827,0.5477385567237993,0.5668409266365374,0.4297369719024722,0.39112539339729424,0
9,11n24y (32).jpg,0.5597667661434897,0.533927903565488,0.46882670605115995,0.11767776633357369,0.34974893877346147,0.301794713740569,0.3580907577299961,0
10,11n24y (36).jpg,0.5556187766715445,0.48194544895524993,0.4349581901081254,0.1453204333621328,0.4736685381539164,0.19950688049410892,0.5104932820692643,0
11,11n24y (40).jpg,0.3116816396520175,0.49475337729720126,0.5882196234309622,0.7304807385177248,0.5839189896924581,0.5343397552673126,0.2452690543084779,0
12,11n24y (44).jpg,0.4961291993839539,0.2971729632350564,0.5170243879767731,0.6616137330851009,0.6788706395243018,0.482903616962437,0.23144462760915374,0
13,11n24y (48).jpg,0.4607063691614644,0.3464487897164148,0.5176336413398426,0.4206572469093068,0.6500050887783427,0.4326251707746178,0.32028325112267053,0
14,11n24y (49).jpg,0.4380621028939339,0.31526678367009753,0.7470854370293327,0.448595480808251,0.43542718137027137,0.5016106587501608,0.4287872649382509,0
15,11n24y (52).jpg,0.3802368173576588,0.6201867283194227,0.5365724774215022,0.25882316593433846,0.5159351884167747,0.46966162659743027,0.37224228973074136,0
16,11n24y (54).jpg,0.3597945659578048,0.6107000101117932,0.6340163387149884,0.3904886009782312,0.5897805901078284,0.4448357932867868,0.27121122917224727,0
17,11n24y (55).jpg,0.5166902519261346,0.5302764840138696,0.5945253832760138,0.4640263089187366,0.4190722604296414,0.46203119761239697,0.39293677791892945,0
18,11n24y (58).jpg,0.6445994917429891,0.4492595619484301,0.49754413432687183,0.12849589172786274,0.4263544449451956,0.2730353507726955,0.553215773092899,0
19,11n24y (6).jpg,0.41458721563398665,0.45564818712076316,0.6173221833652642,0.18466713647993266,0.4425971213013563,0.2880551918350889,0.6130014578892395,0
20,11n24y (60).jpg,0.40087232682314344,0.510784276490555,0.6147804995889166,0.33584101253723037,0.6470662809186578,0.3925996808257761,0.5170261666241571,0
21,11n24y (64).jpg,0.44217824421420693,0.5280918025304722,0.5890428517850443,0.4507423337197595,0.36635636099413327,0.5557594540212354,0.32602970057849356,0
22,11n24y (68).jpg,0.3706057098057117,0.4484090134428562,0.532474800928503,0.32980557147601247,0.6343865038655322,0.1465164904135272,0.46949946886200733,0
23,11n24y (69).jpg,0.30418579667367557,0.45718302394240373,0.7231947870481519,0.3999699776448625,0.6394303150758327,0.5310459845942457,0.33450457474010875,0
24,11n24y (7).jpg,0.33207839695061714,0.24575039836210788,0.4404291443142103,0.3981455948341471,0.8295633980178052,0.2833442175482721,0.45155391128144506,0
25,11n24y (70).jpg,0.24891414528263295,0.36289090481059283,0.6044064095614805,0.5791935830426167,0.6724294099197483,0.47044764458245614,0.3802433577097204,0
26,11n24y (71).jpg,0.592077842305624,0.39527719937620254,0.4648810357419235,0.23504378068447446,0.43845719760822377,0.6164436424619197,0.29867743197827945,0
27,11n24y (72).jpg,0.29476843815255516,0.49890309658495546,0.6926790301588137,0.3493863654939822,0.7002417771033338,0.3264317712051108,0.4876399949829835,0
28,11n24y (9).jpg,0.5651695837929519,0.5943213433886301,0.6079969764661699,0.20921367210879477,0.4152386655168214,0.4170330394342845,0.5769382545147397,0
29,aimibento (1).jpg,0.5240963218368463,0.6947972717531505,0.7526133191656141,0.4952146112505595,0.1559050354221131,0.8091871783472084,0.17130739990211685,0
30,aimibento (15).jpg,0.416098977748319,0.5409314466183373,0.5563783954884138,0.6048343533504761,0.4454755043066787,0.46397512840463073,0.3177248539309383,0
31,aimibento (17).jpg,0.4381453120466151,0.5529817046588421,0.7503103569828735,0.4931507209515846,0.31525385692955643,0.6403584526238724,0.16841676061516409,0
32,aimibento (4).jpg,0.5048180153106039,0.6633927666302857,0.42073575208934066,0.38730399923833586,0.2908829146542611,0.3542753354319004,0.33205041810686287,0
33,aimibento (5).jpg,0.6075285597114668,0.570228885064848,0.3244256567731354,0.25004755493582914,0.3471420112164232,0.29015034792021344,0.5990971430223266,0
34,aimibento (7).jpg,0.6282862880580494,0.3772120082787511,0.20410175530305397,0.3226133519471405,0.5414902558364115,0.2449338315742926,0.26971298724298776,0
35,aknms (10).jpg,0.5440019690992968,0.6708458456398423,0.8550461251903654,0.44614305044775177,0.3507719747613737,0.5735347166953246,0.47348016659684555,0
36,aknms (101).jpg,0.6542748638429637,0.39660299840557656,0.3893173591220276,0.26746123572148267,0.37505060713027205,0.04832445177981515,0.6141703546052732,0
37,aknms (103).jpg,0.6955913206037271,0.32213741485229563,0.5812935262554404,0.23629160219634532,0.4804509009649013,0.48902070790362884,0.2931025289956344,0
38,aknms (104).jpg,0.7242764290603405,0.3632495809784738,0.6059189463435029,0.0,0.3621187226074266,0.2352664447104127,0.439363302977156,0
39,aknms (108).jpg,0.3092016808027414,0.7295473125853245,0.6584990938393371,0.6359141388760736,0.5162227022172803,0.508537611057625,0.479369785183392,0
40,aknms (109).jpg,0.5038197470995172,0.42247588473578723,0.5528540284598924,0.33553683686242547,0.5766943616124025,0.4079593818521765,0.2129430934286145,0
41,aknms (113).jpg,0.6797672129636915,0.40492559290082286,0.6010355796946076,0.07478692352581123,0.4738273794124692,0.2966377727423857,0.39985088196598806,0
42,aknms (114).jpg,0.5115347947698933,0.23513437063520537,0.523551465636221,0.5818495500965095,0.42864030192523117,0.44150355700206045,0.3488804143456872,0
43,aknms (116).jpg,0.4978893705772768,0.2462996715383402,0.4990901038386848,0.5364336320974639,0.28949585946312717,0.7267738918116777,0.3724219749999025,0
44,aknms (119).jpg,0.6060929817767571,0.38607068889191076,0.38097473110635094,0.3540724180314913,0.6560066830381797,0.3075655590309603,0.5401447686956802,0
45,aknms (12).jpg,0.7461570663780783,0.3122748840229773,0.3994048213425556,0.3750826519998535,0.5675800415210357,0.36291861275441617,0.5012749595017401,0
46,aknms (122).jpg,0.5631395567127438,0.4282168486923026,0.6980305498868735,0.14760293576235411,0.4736981880953234,0.4311505052863731,0.37522178161697317,0
47,aknms (124).jpg,0.6553063623045653,0.4608196445378019,0.7166577651721859,0.2929835708763833,0.4079985064535161,0.6313575827814539,0.5626618890770405,0
48,aknms (125).jpg,0.34093461430173366,0.43208453842675,0.6041061182939584,0.6366903294704944,0.2983100836360614,0.777926941252616,0.2831122193375071,0
49,aknms (127).jpg,0.5973290878185721,0.5881699412558101,0.6175830962651345,0.3733597434286832,0.3526077143097748,0.43266894106006526,0.6822263885917494,0
50,aknms (130).jpg,0.5730176758673536,0.5993339225563987,0.4788466392935553,0.19787616653969903,0.35104479049148574,0.24963171557398312,0.6425695672709908,0
51,aknms (137).jpg,0.7431000741008884,0.16263738983478793,0.33711575142378947,0.21010931860073429,0.6325617893386123,0.2919745886073213,0.3314145808447133,0
52,aknms (138).jpg,0.9080097138033771,0.36305242621999534,0.3578225172540048,0.18672992144289008,0.22677072366106354,0.1888783186016776,0.5979729063774843,0
53,aknms (139).jpg,0.6072756881738138,0.42593590183739716,0.5873142448757178,0.3765631697674236,0.5193344820677709,0.39426517570120767,0.42974255312010046,0
54,aknms (14).jpg,0.6685111921912019,0.4426821404899952,0.4737093161645407,0.18665357211988182,0.421917697832641,0.3144069255640254,0.43325636597331063,0
55,aknms (145).jpg,0.5320362751094195,0.5837581646788033,0.801722308062538,0.18275873021844385,0.4635794402693838,0.5076222130218728,0.438518371133664,0
56,aknms (147).jpg,0.3811571523562702,0.610445010436244,0.6842334061217197,0.4139410509779328,0.4262815012860005,0.5271649529908624,0.47536839623871185,0
57,aknms (148).jpg,0.6054163688308691,0.39146143348124496,0.5341019684567254,0.4166060481366854,0.6408372003337097,0.43070906880022775,0.377323165140909,0
58,aknms (149).jpg,0.7086004328567754,0.28311107784575573,0.30401773058712367,0.35375545305450956,0.7457818913227938,0.14327744500536954,0.5180943008504106,0
59,aknms (153).jpg,0.8287739942587674,0.363819445803649,0.5463198101299473,0.4894438825030935,0.16489363030311022,0.458516179607227,0.5382380534300677,0
60,aknms (18).jpg,0.6231018916559641,0.40852680381553297,0.5185519324920347,0.38020968706064034,0.5368865830150961,0.5100076132548488,0.3354320273895046,0
61,aknms (20).jpg,0.5682221055734872,0.27930684158915386,0.620924640847317,0.4405904945870058,0.5736773210344829,0.5024419817002825,0.30411554969686105,0
62,aknms (23).jpg,0.6875925316466557,0.3496923455758053,0.7430547511066237,0.3229525215138213,0.4747264311178627,0.5157852073535503,0.3978344648509953,0
63,aknms (25).jpg,0.47319343950841264,0.38579237577849834,0.5766344254488698,0.273641605468721,0.7157318707228346,0.3809584043537595,0.5736371016005812,0
64,aknms (26).jpg,0.6651575542082455,0.2595025491927381,0.4638574443292416,0.44447759742757004,0.4810776824716375,0.45200682385139057,0.4812073213229806,0
65,aknms (27).jpg,0.525242986221486,0.4978579995768686,0.566099884060995,0.39879823710908596,0.5241226816246151,0.43571210216210976,0.2863372732074354,0
66,aknms (31).jpg,0.6642033252701041,0.5742497613031379,0.4962170325683417,0.17095627885330494,0.36993447768291343,0.29182494372400614,0.46421671882022797,0
67,aknms (34).jpg,0.1915860838384416,0.2901027100749609,0.6733808023700945,0.7339857109243337,0.6968316472518066,0.6674237006501149,0.28776208896832056,0
68,aknms (39).jpg,0.6076518793944292,0.4668799475790668,0.439001359645635,0.26699406432002165,0.3061614562003182,0.42853222993240236,0.7171137840097734,0
69,aknms (40).jpg,0.6112636315292024,0.2403260436744845,0.4429585916963137,0.36415259521081406,0.6327305226480036,0.30869555107270896,0.20914942921742585,0
70,aknms (41).jpg,0.5851369531631277,0.5460426262316151,0.5734279698416751,0.1468488344303414,0.46430560136155097,0.4574326084437168,0.2874847400573368,0
71,aknms (46).jpg,0.6172965712124012,0.2915498329124109,0.4930125685414952,0.40282404989071013,0.3065172382432292,0.46748871132039205,0.7376718088806569,0
72,aknms (54).jpg,0.48683998115357024,0.3796219246507512,0.5910032636303852,0.6505721173802306,0.3720110703978562,0.5744728405288115,0.38626497810178106,0
73,aknms (56).jpg,0.3045433270592119,0.5646054249964791,0.6330162217524293,0.6849000804479664,0.4560993174521053,0.4966174293796657,0.4668631712694098,0
74,aknms (57).jpg,0.6232759408218312,0.3762775482492001,0.4660032826401441,0.47710839992169146,0.5949411642486262,0.3800427908103148,0.5428333997937698,0
75,aknms (58).jpg,0.6297421906406335,0.5393617777718323,0.5356168083923072,0.18185222136855478,0.3134680171585468,0.23219208837390015,0.4707871645499391,0
76,aknms (64).jpg,0.6291199505773105,0.5823527301249511,0.8484492234630763,0.2224129740670429,0.5104741970172202,0.3704924124728557,0.5387327994085196,0
77,aknms (66).jpg,0.5198815922720643,0.45062887306631794,0.7351367421046173,0.23304096506014366,0.45483852169622474,0.4279239862554889,0.37154435038655276,0
78,aknms (68).jpg,0.5752198406534784,0.38443102786646954,0.4208959610179184,0.2551851892431906,0.543328514616984,0.2821326174977732,0.38380729121772306,0
79,aknms (69).jpg,0.673722626478059,0.334680470982363,0.5745385457965102,0.4282658286205098,0.3632852252186344,0.5470327327073257,0.45951434402197,0
80,aknms (71).jpg,0.43587297650058177,0.34399060547187554,0.6748007983747744,0.478316580956573,0.5978030791247102,0.43581650417733475,0.2883824788857672,0
81,aknms (73).jpg,0.5535046739375371,0.7475513637847013,0.7993819454255067,0.24647484113402301,0.043889820248746436,0.5890832879486618,0.6698240237750701,0
82,aknms (74).jpg,0.7607872850012323,0.3052434357865669,0.24327106967055134,0.22049236244793374,0.5700765940020327,0.08884827042607002,0.4045300889328085,0
83,aknms (79).jpg,0.6197797226560672,0.34217191509701406,0.6246254506245137,0.4836804732933914,0.579645572600304,0.4338383773720176,0.3456376582004732,0
84,aknms (82).jpg,0.5385360243386779,0.39278193195380195,0.29202605691122074,0.5052975335760848,0.6272811368629337,0.36116625220708287,0.42444229597770167,0
85,aknms (83).jpg,0.4524654759946517,0.3293953454801807,0.4539394253737876,0.4648898152201066,0.4344542992858629,0.6511131295106678,0.5712741341861798,0
86,aknms (86).jpg,0.4569341664936786,0.5312829960373442,0.6988387564747178,0.11671147190875625,0.5008274556267143,0.3211706261367153,0.4684459789218487,0
87,aknms (88).jpg,0.6362874061625412,0.19707353623342283,0.4336909544269798,0.6452378767176958,0.5655146543719296,0.47511576805072786,0.09723330406256281,0
88,aknms (9).jpg,0.5844390918831142,0.5495649649547143,0.4865400831294264,0.33258407345721147,0.4404266846615523,0.3284385566392627,0.6262570831855876,0
89,aknms (92).jpg,0.6353615461402154,0.3523353410894443,0.5523432266872099,0.6552974653998385,0.33472126214796083,0.5104160997873515,0.6979856472825807,0
90,aknms (98).jpg,0.4947283981543146,0.5674740179331994,0.5989388199382726,0.5033540278383382,0.2843874728304694,0.6107541210184568,0.6285940603330462,0
91,cookgram  (10).jpg,0.4594708715215312,0.7402384511729798,0.45832724670939284,0.36817960642750586,0.35891802780020254,0.4129414839441927,0.4280313948334844,0
92,cookgram  (102).jpg,0.4241687283044441,0.47598118275515255,0.6275710589839505,0.581279031864566,0.2955384231107462,0.560843332131497,0.3414475535696888,0
93,cookgram  (106).jpg,0.6676259544831716,0.5679903912154873,0.3752365952104231,0.006111647895163441,0.395714824739812,0.3166233429134673,0.46595711057629274,0
94,cookgram  (107).jpg,0.5742568580254062,0.3713994271972374,0.5567174521452962,0.4950892962432584,0.5485175577497718,0.529005307571782,0.34820066341786204,0
95,cookgram  (113).jpg,0.49496041781653344,0.3581220589182491,0.4544744660355593,0.3733218419553566,0.6472854768710422,0.3159639364340756,0.4301288210537457,0
96,cookgram  (114).jpg,0.5643873931207316,0.6119588197340751,0.42067742196946556,0.30538880653679507,0.45037042878754263,0.2730121850014424,0.5319931001499134,0
97,cookgram  (115).jpg,0.40706517539189524,0.504659490148565,0.4590938012905459,0.7509585366756171,0.4031580109859073,0.5787492481183292,0.43507992412277763,0
98,cookgram  (116).jpg,0.44367585333409915,0.45916161539649525,0.4958678679144237,0.4272587202671467,0.5070542942113683,0.3837039407300864,0.4370917277552828,0
99,cookgram  (117).jpg,0.5236954167625201,0.3979421691365941,0.5670242025796837,0.4607705876419252,0.5778192790435626,0.48932729464134894,0.3387845411845707,0
100,cookgram  (118).jpg,0.47537553968371105,0.4207578209717542,0.5272865127230639,0.14699009648221123,0.5644357307423791,0.36816481108105226,0.3850507400570653,0
101,cookgram  (12).jpg,0.604079455642063,0.5499540235144948,0.5718016757109083,0.2832699807476445,0.4824656560472633,0.4281141394006014,0.5418280411231393,0
102,cookgram  (121).jpg,0.43115416488232167,0.4619189218544919,0.4398795906126991,0.4310188912288933,0.5801138278399985,0.3345825108963789,0.603829445709162,0
103,cookgram  (122).jpg,0.49430261965677,0.4104726172871789,0.3098473756093707,0.3287656127125805,0.5814398792078319,0.3829047147609732,0.5372768277552169,0
104,cookgram  (125).jpg,0.515286358495885,0.42745993511281144,0.4906269792361331,0.3115395914915597,0.5816351140804841,0.2885424471390612,0.5465204918208639,0
105,cookgram  (127).jpg,0.46291213470207193,0.6311500017584668,0.5987939218661069,0.3716547911516734,0.3970728831325575,0.5914876230387391,0.5682635311350934,0
106,cookgram  (129).jpg,0.31825226952419494,0.49004021648271734,0.6260145793643004,0.38115795765893873,0.6013961199847178,0.34138683006247783,1.0,0
